car_park_slug,car_park_name,txn_ref,vrm,arrival,departure,transaction_time,stay_minutes,payment_type,card_scheme,net_charge,discount_code,product_id,discounted_net,vat_rate,vat_amount,amount_paid,psp,acquirer,psp_reference
westgate-shopping,Westgate Shopping,VP-20250319-32118043,RS19 JWK,19/03/2025 15:20,19/03/2025 16:50,19/03/2025 16:49,90,Contactless,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250330-14046042
westgate-shopping,Westgate Shopping,VP-20250319-12703316,,19/03/2025 11:43,19/03/2025 12:27,19/03/2025 12:25,44,Contactless,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250321-22476237
westgate-shopping,Westgate Shopping,VP-20250319-19640413,KC39 PVS,19/03/2025 11:28,19/03/2025 13:03,19/03/2025 12:58,95,CREDIT_CARD,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250311-90004159
westgate-shopping,Westgate Shopping,VP-20250319-35687266,ME43 CWJ,19/03/2025 14:55,19/03/2025 17:11,19/03/2025 17:07,136,contactless,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250324-89987694
westgate-shopping,Westgate Shopping,VP-20250319-67756971,YU72 MJY,19/03/2025 16:11,19/03/2025 16:29,19/03/2025 16:28,18,Contactless,MASTERCARD,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250310-79899053
westgate-shopping,Westgate Shopping,VP-20250319-31492803,EO71 PCF,19/03/2025 11:09,19/03/2025 12:46,19/03/2025 12:44,97,DEBIT_CARD,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250325-09367327
westgate-shopping,Westgate Shopping,VP-20250319-16288895,FA08 NEK,19/03/2025 11:38,19/03/2025 13:02,19/03/2025 13:01,84,CREDIT_CARD,AMEX,3.33,,,3.33,0.2,0.67,4.0,ADVAM,AMEX,ADVAM-20250313-89049878
westgate-shopping,Westgate Shopping,VP-20250319-95200434,OP12 VRR,19/03/2025 11:05,19/03/2025 11:52,19/03/2025 11:49,47,DEBIT_CARD,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250301-81618423
westgate-shopping,Westgate Shopping,VP-20250319-59551631,OP73 PUH,19/03/2025 11:23,19/03/2025 13:31,19/03/2025 13:26,128,contactless,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250301-20892187
westgate-shopping,Westgate Shopping,VP-20250319-71758338,BW31 UTP,19/03/2025 13:32,19/03/2025 19:28,19/03/2025 19:24,356,credit_card,MASTERCARD,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250302-86511960
westgate-shopping,Westgate Shopping,VP-20250319-73081717,GK11 PTM,19/03/2025 09:28,19/03/2025 11:10,19/03/2025 11:06,102,CONTACTLESS,AMEX,3.33,,,3.33,0.2,0.67,4.0,ADVAM,AMEX,ADVAM-20250326-63271092
westgate-shopping,Westgate Shopping,VP-20250319-51125112,TF86 BTU,19/03/2025 17:38,19/03/2025 18:19,19/03/2025 18:18,41,CONTACTLESS,MAESTRO,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250326-19601718
westgate-shopping,Westgate Shopping,VP-20250319-21448073,AN09 JOW,19/03/2025 15:32,19/03/2025 17:01,19/03/2025 16:56,89,Credit_Card,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250326-69865665
westgate-shopping,Westgate Shopping,VP-20250319-37398685,YS90 UGM,19/03/2025 20:18,19/03/2025 21:55,19/03/2025 21:54,97,DEBIT_CARD,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250306-99284276
westgate-shopping,Westgate Shopping,VP-20250319-46184646,LR95 EJB,19/03/2025 09:34,19/03/2025 15:02,19/03/2025 15:00,328,Contactless,VISA,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250313-71023228
westgate-shopping,Westgate Shopping,VP-20250319-91145746,,19/03/2025 12:14,19/03/2025 14:03,19/03/2025 14:02,109,CONTACTLESS,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250314-26027837
westgate-shopping,Westgate Shopping,VP-20250319-30854228,OU16 CAB,19/03/2025 12:55,19/03/2025 13:32,19/03/2025 13:27,37,APP,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250305-25452812
westgate-shopping,Westgate Shopping,VP-20250319-09505084,JR45 GWF,19/03/2025 12:09,19/03/2025 17:13,19/03/2025 17:10,304,Credit_Card,MAESTRO,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250319-52768807
westgate-shopping,Westgate Shopping,VP-20250319-36602724,BC30 YAH,19/03/2025 15:11,19/03/2025 18:10,19/03/2025 18:05,179,DEBIT_CARD,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250321-80533891
westgate-shopping,Westgate Shopping,VP-20250319-56643723,PO63 AKB,19/03/2025 10:01,19/03/2025 10:38,19/03/2025 10:36,37,CONTACTLESS,MAESTRO,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250327-34337506
westgate-shopping,Westgate Shopping,VP-20250319-13771451,DY38 KRH,19/03/2025 11:20,19/03/2025 13:08,19/03/2025 13:05,108,contactless,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250319-62817406
westgate-shopping,Westgate Shopping,VP-20250319-49703384,VJ73 BGC,19/03/2025 15:45,19/03/2025 16:22,19/03/2025 16:21,37,DEBIT_CARD,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250307-98341210
westgate-shopping,Westgate Shopping,VP-20250319-67300109,VB11 PUT,19/03/2025 10:51,19/03/2025 11:23,19/03/2025 11:20,32,contactless,AMEX,2.08,PROMO-20,PROD-PR-003,1.66,0.2,0.33,1.99,ADVAM,AMEX,ADVAM-20250314-55833427
westgate-shopping,Westgate Shopping,VP-20250319-86265255,,19/03/2025 17:22,19/03/2025 18:08,19/03/2025 18:05,46,CREDIT_CARD,MASTERCARD,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250315-47703459
westgate-shopping,Westgate Shopping,VP-20250319-17950610,MN99 MXH,19/03/2025 16:09,19/03/2025 17:09,19/03/2025 17:07,60,DEBIT_CARD,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250327-21298425
westgate-shopping,Westgate Shopping,VP-20250319-61889224,LY17 VGG,19/03/2025 15:32,19/03/2025 19:41,19/03/2025 19:40,249,credit_card,VISA,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250324-00332089
westgate-shopping,Westgate Shopping,VP-20250319-17047791,MN29 UAU,19/03/2025 14:06,19/03/2025 16:56,19/03/2025 16:51,170,contactless,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250313-65117736
westgate-shopping,Westgate Shopping,VP-20250319-67189570,PN24 EWH,19/03/2025 10:40,19/03/2025 11:46,19/03/2025 11:41,66,credit_card,VISA,3.33,PROMO-20,PROD-PR-003,2.66,0.2,0.53,3.19,ADVAM,Worldpay,ADVAM-20250302-45236209
westgate-shopping,Westgate Shopping,VP-20250319-25326510,CO60 FHC,19/03/2025 16:10,19/03/2025 18:28,19/03/2025 18:23,138,CREDIT_CARD,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250304-44296539
westgate-shopping,Westgate Shopping,VP-20250319-79573219,BD76 NLF,19/03/2025 11:29,19/03/2025 12:00,19/03/2025 11:57,31,Contactless,MASTERCARD,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250330-22578429
westgate-shopping,Westgate Shopping,VP-20250319-40606203,KD04 TXX,19/03/2025 16:09,19/03/2025 19:02,19/03/2025 18:58,173,CASH,N/A,5.0,,,5.0,0.2,1.0,6.0,N/A,N/A,N/A
westgate-shopping,Westgate Shopping,VP-20250319-54835583,JX82 ELW,19/03/2025 15:06,19/03/2025 16:03,19/03/2025 16:02,57,CASH,N/A,2.08,,,2.08,0.2,0.42,2.5,N/A,N/A,N/A
westgate-shopping,Westgate Shopping,VP-20250319-09612943,SM80 LVP,19/03/2025 12:36,19/03/2025 13:32,19/03/2025 13:30,56,Credit_Card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250314-18282896
westgate-shopping,Westgate Shopping,VP-20250319-18283718,PS05 OLA,19/03/2025 16:44,19/03/2025 20:00,19/03/2025 19:59,196,Contactless,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250316-22233834
westgate-shopping,Westgate Shopping,VP-20250319-97098812,DD62 XJB,19/03/2025 17:22,19/03/2025 17:55,19/03/2025 17:54,33,DEBIT_CARD,AMEX,2.08,,,2.08,0.2,0.42,2.5,ADVAM,AMEX,ADVAM-20250322-61166619
westgate-shopping,Westgate Shopping,VP-20250319-33049939,HY23 BOB,19/03/2025 13:33,19/03/2025 14:08,19/03/2025 14:03,35,credit_card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250318-80058132
westgate-shopping,Westgate Shopping,VP-20250319-60595107,UJ34 REV,19/03/2025 13:07,19/03/2025 15:53,19/03/2025 15:51,166,APP,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250309-12847791
westgate-shopping,Westgate Shopping,VP-20250319-29525647,AW46 TJG,19/03/2025 15:21,19/03/2025 17:52,19/03/2025 17:51,151,CASH,N/A,5.0,,,5.0,0.2,1.0,6.0,N/A,N/A,N/A
westgate-shopping,Westgate Shopping,VP-20250319-17145931,NF32 LJG,19/03/2025 17:20,19/03/2025 17:41,19/03/2025 17:39,21,CONTACTLESS,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250310-95141305
westgate-shopping,Westgate Shopping,VP-20250319-03281617,GV83 NMU,19/03/2025 14:33,19/03/2025 16:32,19/03/2025 16:28,119,debit_card,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250314-52366662
westgate-shopping,Westgate Shopping,VP-20250319-05452975,,19/03/2025 15:55,19/03/2025 21:24,19/03/2025 21:23,329,CONTACTLESS,MASTERCARD,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250316-05858979
westgate-shopping,Westgate Shopping,VP-20250319-20625282,BJ35 ROW,19/03/2025 12:12,19/03/2025 13:28,19/03/2025 13:24,76,CONTACTLESS,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250326-61955504
westgate-shopping,Westgate Shopping,VP-20250319-13039469,LB13 HFG,19/03/2025 11:23,19/03/2025 12:01,19/03/2025 12:00,38,APP,MAESTRO,2.08,PROMO-20,PROD-PR-003,1.66,0.2,0.33,1.99,ADVAM,Worldpay,ADVAM-20250301-24188583
westgate-shopping,Westgate Shopping,VP-20250319-52476430,XH88 XKN,19/03/2025 16:57,19/03/2025 19:54,19/03/2025 19:51,177,contactless,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250331-30786975
westgate-shopping,Westgate Shopping,VP-20250319-27745585,TR70 UTJ,19/03/2025 16:40,19/03/2025 16:56,19/03/2025 16:54,16,app,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250305-32214037
westgate-shopping,Westgate Shopping,VP-20250319-97930674,NF24 SDO,19/03/2025 11:21,19/03/2025 11:47,19/03/2025 11:43,26,Credit_Card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250319-57608155
westgate-shopping,Westgate Shopping,VP-20250319-55044345,RJ51 HSR,19/03/2025 13:00,19/03/2025 13:56,19/03/2025 13:55,56,CREDIT_CARD,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250324-84742565
westgate-shopping,Westgate Shopping,VP-20250319-03741596,EC66 UBE,19/03/2025 18:33,19/03/2025 19:29,19/03/2025 19:26,56,credit_card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250307-92295594
westgate-shopping,Westgate Shopping,VP-20250319-36617656,VF17 OVV,19/03/2025 10:38,19/03/2025 11:10,19/03/2025 11:08,32,DEBIT_CARD,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250305-01267785
westgate-shopping,Westgate Shopping,VP-20250319-28616138,NG43 LUY,19/03/2025 09:36,19/03/2025 11:55,19/03/2025 11:54,139,credit_card,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250327-01926926
westgate-shopping,Westgate Shopping,VP-20250319-72387556,,19/03/2025 13:35,19/03/2025 14:53,19/03/2025 14:51,78,contactless,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250316-89537358
westgate-shopping,Westgate Shopping,VP-20250319-18835157,OC46 BMW,19/03/2025 18:13,19/03/2025 19:56,19/03/2025 19:54,103,CONTACTLESS,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250303-32562869
westgate-shopping,Westgate Shopping,VP-20250319-03629509,WT44 FYM,19/03/2025 12:20,19/03/2025 17:53,19/03/2025 17:49,333,Debit_Card,AMEX,7.08,VALID-CODE,PROD-VC-004,3.75,0.2,0.75,4.5,ADVAM,AMEX,ADVAM-20250321-75766311
westgate-shopping,Westgate Shopping,VP-20250319-91923282,EN73 NCO,19/03/2025 17:26,19/03/2025 18:08,19/03/2025 18:05,42,contactless,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250305-31591080
westgate-shopping,Westgate Shopping,VP-20250319-44388349,BR26 OWS,19/03/2025 12:36,19/03/2025 13:07,19/03/2025 13:02,31,APP,MASTERCARD,2.08,VALID-CODE,PROD-VC-004,0.0,0.2,0.0,0.0,ADVAM,Worldpay,ADVAM-20250330-17726628
westgate-shopping,Westgate Shopping,VP-20250319-31036779,BV13 ATV,19/03/2025 13:08,19/03/2025 14:45,19/03/2025 14:43,97,Contactless,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250304-29363311
westgate-shopping,Westgate Shopping,VP-20250319-52413317,EY19 SKJ,19/03/2025 16:58,19/03/2025 19:54,19/03/2025 19:51,176,Debit_Card,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250301-71610456
westgate-shopping,Westgate Shopping,VP-20250319-03091882,XW62 DTR,19/03/2025 14:46,19/03/2025 16:57,19/03/2025 16:52,131,debit_card,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250330-95266262
westgate-shopping,Westgate Shopping,VP-20250319-43782847,ND84 KPG,19/03/2025 16:02,19/03/2025 21:52,19/03/2025 21:49,350,CONTACTLESS,VISA,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250314-83156935
westgate-shopping,Westgate Shopping,VP-20250319-68128034,JP25 HRL,19/03/2025 11:09,19/03/2025 12:48,19/03/2025 12:45,99,Debit_Card,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250302-49127702
westgate-shopping,Westgate Shopping,VP-20250319-02666293,PF45 RGX,19/03/2025 13:42,19/03/2025 16:19,19/03/2025 16:14,157,Contactless,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250330-71990335
westgate-shopping,Westgate Shopping,VP-20250319-41024426,PN55 SOF,19/03/2025 16:30,19/03/2025 17:29,19/03/2025 17:28,59,credit_card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250304-16763838
westgate-shopping,Westgate Shopping,VP-20250319-86599886,SO39 JYY,19/03/2025 17:12,19/03/2025 17:37,19/03/2025 17:36,25,APP,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250320-11957784
westgate-shopping,Westgate Shopping,VP-20250319-72407880,LN92 EVW,19/03/2025 14:09,19/03/2025 15:09,19/03/2025 15:05,60,CONTACTLESS,MAESTRO,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250314-58618790
westgate-shopping,Westgate Shopping,VP-20250319-88224366,NJ02 YAB,19/03/2025 16:46,19/03/2025 17:40,19/03/2025 17:36,54,debit_card,MASTERCARD,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250309-23522639
westgate-shopping,Westgate Shopping,VP-20250319-24658973,TT98 ORF,19/03/2025 16:22,19/03/2025 18:56,19/03/2025 18:54,154,Credit_Card,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250330-61872953
westgate-shopping,Westgate Shopping,VP-20250319-12728089,JX66 SGP,19/03/2025 16:29,19/03/2025 17:08,19/03/2025 17:05,39,credit_card,MASTERCARD,2.08,PROMO-20,PROD-PR-003,1.66,0.2,0.33,1.99,ADVAM,Worldpay,ADVAM-20250318-40543047
westgate-shopping,Westgate Shopping,VP-20250319-70605389,TB66 AHK,19/03/2025 13:38,19/03/2025 14:04,19/03/2025 14:02,26,Contactless,MASTERCARD,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250322-23638840
westgate-shopping,Westgate Shopping,VP-20250319-69616070,VE34 TVR,19/03/2025 13:25,19/03/2025 16:24,19/03/2025 16:23,179,DEBIT_CARD,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250326-73936587
westgate-shopping,Westgate Shopping,VP-20250319-98052071,UY80 UJE,19/03/2025 14:10,19/03/2025 16:29,19/03/2025 16:26,139,Debit_Card,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250331-11658533
westgate-shopping,Westgate Shopping,VP-20250319-71637901,WS42 UCO,19/03/2025 14:40,19/03/2025 15:24,19/03/2025 15:23,44,CREDIT_CARD,MASTERCARD,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250329-48165081
westgate-shopping,Westgate Shopping,VP-20250319-00176429,CL13 LST,19/03/2025 17:49,19/03/2025 20:08,19/03/2025 20:04,139,contactless,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250316-81076681
westgate-shopping,Westgate Shopping,VP-20250319-21324917,HU14 UVK,19/03/2025 17:44,19/03/2025 18:25,19/03/2025 18:22,41,DEBIT_CARD,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250314-66747829
westgate-shopping,Westgate Shopping,VP-20250319-31995696,VF04 RPF,19/03/2025 13:44,19/03/2025 16:04,19/03/2025 16:00,140,DEBIT_CARD,MASTERCARD,5.0,PROMO-20,PROD-PR-003,4.0,0.2,0.8,4.8,ADVAM,Worldpay,ADVAM-20250305-78384556
westgate-shopping,Westgate Shopping,VP-20250319-80743927,DX37 GOF,19/03/2025 15:41,19/03/2025 16:19,19/03/2025 16:16,38,credit_card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250323-93883756
westgate-shopping,Westgate Shopping,VP-20250319-60223508,PV49 CHL,19/03/2025 18:24,19/03/2025 23:22,19/03/2025 23:20,298,Contactless,VISA,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250301-77075906
westgate-shopping,Westgate Shopping,VP-20250319-16581616,TW06 GBL,19/03/2025 15:59,19/03/2025 17:24,19/03/2025 17:21,85,Credit_Card,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250319-79792978
westgate-shopping,Westgate Shopping,VP-20250319-00075598,ST15 FXN,19/03/2025 12:30,19/03/2025 13:50,19/03/2025 13:49,80,contactless,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250304-16435300
westgate-shopping,Westgate Shopping,VP-20250319-36758116,AC42 MWD,19/03/2025 18:08,19/03/2025 21:36,19/03/2025 21:32,208,CREDIT_CARD,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250320-39849604
westgate-shopping,Westgate Shopping,VP-20250319-67829317,SL08 AFP,19/03/2025 16:02,19/03/2025 18:56,19/03/2025 18:53,174,Contactless,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250327-45249856
westgate-shopping,Westgate Shopping,VP-20250319-96283671,UC71 JMN,19/03/2025 14:28,19/03/2025 17:26,19/03/2025 17:22,178,DEBIT_CARD,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250327-80054080
westgate-shopping,Westgate Shopping,VP-20250319-71070020,WC91 KWL,19/03/2025 14:21,19/03/2025 16:03,19/03/2025 15:59,102,credit_card,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250309-61560775
westgate-shopping,Westgate Shopping,VP-20250319-67875996,,19/03/2025 11:54,19/03/2025 12:56,19/03/2025 12:54,62,credit_card,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250311-03871408
westgate-shopping,Westgate Shopping,VP-20250320-58667889,TO41 CLV,20/03/2025 14:57,20/03/2025 16:10,20/03/2025 16:05,73,DEBIT_CARD,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250319-81066265
westgate-shopping,Westgate Shopping,VP-20250320-07330407,ED99 SYP,20/03/2025 11:10,20/03/2025 12:24,20/03/2025 12:19,74,Credit_Card,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250310-43080486
westgate-shopping,Westgate Shopping,VP-20250320-11437199,OK39 JAA,20/03/2025 16:48,20/03/2025 16:27,20/03/2025 17:09,,CONTACTLESS,MASTERCARD,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250301-64702386
westgate-shopping,Westgate Shopping,VP-20250320-09400410,TL21 FUU,20/03/2025 12:45,20/03/2025 16:14,20/03/2025 16:13,209,Debit_Card,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250317-63057614
westgate-shopping,Westgate Shopping,VP-20250320-89267558,,20/03/2025 15:00,20/03/2025 19:02,20/03/2025 18:59,242,app,MASTERCARD,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250317-15133320
westgate-shopping,Westgate Shopping,VP-20250320-82712372,EL44 LPK,20/03/2025 13:22,20/03/2025 14:31,20/03/2025 14:27,69,Debit_Card,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250322-00259109
westgate-shopping,Westgate Shopping,VP-20250320-18697146,JY63 BRB,20/03/2025 14:19,20/03/2025 16:27,20/03/2025 16:22,128,Credit_Card,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250301-34008823
westgate-shopping,Westgate Shopping,VP-20250320-92928508,PB99 PYW,20/03/2025 14:04,20/03/2025 15:23,20/03/2025 15:21,79,credit_card,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250309-98127392
westgate-shopping,Westgate Shopping,VP-20250320-05734503,AC86 MCV,20/03/2025 13:09,20/03/2025 13:38,20/03/2025 13:35,29,Contactless,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250307-80432068
westgate-shopping,Westgate Shopping,VP-20250320-11746952,WM28 YJL,20/03/2025 11:50,20/03/2025 12:22,20/03/2025 12:21,32,Debit_Card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250315-06916281
westgate-shopping,Westgate Shopping,VP-20250320-82196872,MM76 MFD,20/03/2025 13:26,20/03/2025 14:06,20/03/2025 14:05,40,Credit_Card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250313-40295312
westgate-shopping,Westgate Shopping,VP-20250320-99634284,YN86 OTA,20/03/2025 09:09,20/03/2025 10:43,20/03/2025 10:39,94,CREDIT_CARD,AMEX,3.33,,,3.33,0.2,0.67,4.0,ADVAM,AMEX,ADVAM-20250306-24921522
westgate-shopping,Westgate Shopping,VP-20250320-85622319,SV74 EMV,20/03/2025 08:05,20/03/2025 11:21,20/03/2025 11:16,196,app,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250307-56303188
westgate-shopping,Westgate Shopping,VP-20250320-38832395,MU61 PFY,20/03/2025 17:15,20/03/2025 18:11,20/03/2025 18:06,56,CREDIT_CARD,MASTERCARD,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250307-76370588
westgate-shopping,Westgate Shopping,VP-20250320-91509325,RN93 OSG,20/03/2025 19:57,20/03/2025 21:41,20/03/2025 21:36,104,app,MAESTRO,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250321-19021346
westgate-shopping,Westgate Shopping,VP-20250320-13682463,SR76 BPD,20/03/2025 16:07,20/03/2025 17:15,20/03/2025 17:13,68,app,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250308-57352798
westgate-shopping,Westgate Shopping,VP-20250320-09646577,TJ05 UHG,20/03/2025 17:24,20/03/2025 20:06,20/03/2025 20:05,162,contactless,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250312-55096137
westgate-shopping,Westgate Shopping,VP-20250320-24495191,YV73 YXA,20/03/2025 14:45,20/03/2025 17:38,20/03/2025 17:33,173,credit_card,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250318-05198335
westgate-shopping,Westgate Shopping,VP-20250320-31647816,XJ76 EVC,20/03/2025 17:31,20/03/2025 18:28,20/03/2025 18:26,57,DEBIT_CARD,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250310-83194062
westgate-shopping,Westgate Shopping,VP-20250320-62338263,YV18 RRK,20/03/2025 12:24,20/03/2025 13:51,20/03/2025 13:48,87,CREDIT_CARD,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250310-91352113
westgate-shopping,Westgate Shopping,VP-20250320-98153309,WY52 CLF,20/03/2025 14:05,20/03/2025 15:49,20/03/2025 15:45,104,APP,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250315-76095239
westgate-shopping,Westgate Shopping,VP-20250320-75494412,HX95 GOW,20/03/2025 11:25,20/03/2025 12:58,20/03/2025 12:54,93,CONTACTLESS,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250308-34615223
