id,site_uuid,site_name,entry_time,exit_time,duration_mins,vehicle_class,payment_method,card_scheme,charge,discount_code,product_id,psp,acquirer,psp_reference
EE-003636,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T17:43:12Z,2025-03-07T23:25:12Z,342,MOTORCYCLE,CONTACTLESS,MAESTRO,£5.50,,,SIX,Worldpay,SIX-65A8110B11D482B3
EE-003637,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T11:34:38Z,2025-03-07T12:54:38Z,80,VAN,CASH,N/A,£2.50,,,N/A,N/A,N/A
EE-003638,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T12:52:46Z,2025-03-07T15:00:46Z,128,CAR,APP,AMEX,£4.00,,,SIX,AMEX,SIX-18DBA929B562DA81
EE-003639,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T11:33:02Z,2025-03-07T15:22:02Z,229,CAR,CONTACTLESS,VISA,£4.00,,,SIX,Worldpay,SIX-F853CCC0B0AEBAA8
EE-003640,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T11:16:51Z,2025-03-07T13:59:51Z,163,CAR,APP,VISA,£4.00,,,SIX,Worldpay,SIX-BCE66C38770CCE01
EE-003641,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T10:19:03Z,2025-03-07T12:33:03Z,134,CAR,CASH,N/A,£4.00,,,N/A,N/A,N/A
EE-003642,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T13:56:01Z,2025-03-07T15:54:01Z,118,CAR,CONTACTLESS,MAESTRO,£0.00,VALID-CODE,PROD-VC-004,SIX,Worldpay,SIX-03D452AB28E0E3DD
EE-003643,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T14:00:24Z,2025-03-07T14:59:24Z,59,CAR,DEBIT_CARD,AMEX,£1.50,,,SIX,AMEX,SIX-4FB3A37145FB0E11
EE-003644,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T15:29:54Z,2025-03-07T16:33:54Z,64,DISABLED_BADGE,CREDIT_CARD,AMEX,£0.00,BLUE-BADGE,PROD-BB-001,SIX,AMEX,SIX-EE8DE40A5D61E021
EE-003645,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T09:57:57Z,2025-03-07T14:21:57Z,264,CAR,CONTACTLESS,MASTERCARD,£5.50,,,SIX,Worldpay,SIX-963E71A4307A3252
EE-003646,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T11:08:54Z,2025-03-07T12:28:54Z,80,CAR,DEBIT_CARD,VISA,£2.50,,,SIX,Worldpay,SIX-85AF047C2F138AB1
EE-003647,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T12:51:09Z,2025-03-07T13:41:09Z,50,CAR,CASH,N/A,£1.50,,,N/A,N/A,N/A
EE-003648,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T18:18:47Z,2025-03-07T19:01:47Z,43,CAR,CONTACTLESS,MASTERCARD,£1.50,,,SIX,Worldpay,SIX-5616B8A6801BF956
EE-003649,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T10:34:50Z,2025-03-07T12:39:50Z,125,CAR,CONTACTLESS,VISA,£4.00,,,SIX,Worldpay,SIX-AC9B1F101EF8A33B
EE-003650,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T16:51:33Z,2025-03-07T22:01:33Z,310,CAR,CREDIT_CARD,MASTERCARD,£5.50,,,SIX,Worldpay,SIX-7B6E471C09419D65
EE-003651,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T16:34:07Z,2025-03-07T18:54:07Z,140,CAR,CONTACTLESS,MASTERCARD,£0.00,SEASON-Q1,PROD-SQ-002,SIX,Worldpay,SIX-1AE198FDEB4DE4D7
EE-003652,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T17:47:33Z,2025-03-07T19:40:33Z,113,VAN,DEBIT_CARD,MASTERCARD,£2.50,,,SIX,Worldpay,SIX-2AB0FC8A6C7E3B16
EE-003653,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T11:29:37Z,2025-03-07T12:03:37Z,34,VAN,CASH,N/A,£1.50,,,N/A,N/A,N/A
EE-003654,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T16:27:00Z,2025-03-07T21:48:00Z,321,CAR,CONTACTLESS,VISA,£5.50,,,SIX,Worldpay,SIX-85F1D256BCFD3299
EE-003655,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T11:40:38Z,2025-03-07T13:08:38Z,88,CAR,CONTACTLESS,MASTERCARD,£2.50,,,SIX,Worldpay,SIX-EB2CEEC1191F480D
EE-003656,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T18:19:36Z,2025-03-07T19:51:36Z,92,CAR,CONTACTLESS,VISA,£0.00,VALID-CODE,PROD-VC-004,SIX,Worldpay,SIX-73CAD5CC047E12C8
EE-003657,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T10:45:52Z,2025-03-07T11:07:52Z,22,DISABLED_BADGE,CREDIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-4E5DB2E842AC653A
EE-003658,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T13:23:08Z,2025-03-07T15:34:08Z,131,MOTORCYCLE,CONTACTLESS,MASTERCARD,£4.00,,,SIX,Worldpay,SIX-092682F14284B69A
EE-003659,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T14:37:19Z,2025-03-07T17:23:19Z,166,DISABLED_BADGE,DEBIT_CARD,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-04757DBEEDE5C08F
EE-003660,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T11:36:12Z,,,CAR,APP,AMEX,£4.00,,,SIX,AMEX,SIX-30E096BB7F671247
EE-003661,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T13:18:40Z,2025-03-07T14:08:40Z,50,CAR,APP,VISA,£1.50,,,SIX,Worldpay,SIX-A759CBEC5EF317D5
EE-003662,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T11:27:03Z,2025-03-07T13:23:03Z,116,DISABLED_BADGE,DEBIT_CARD,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-ACAE31A1718A032A
EE-003663,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T10:04:38Z,2025-03-07T10:23:38Z,19,CAR,DEBIT_CARD,MASTERCARD,£1.50,,,SIX,Worldpay,SIX-0A7B91CF7FDD6ED4
EE-003664,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T11:41:11Z,2025-03-07T12:32:11Z,51,CAR,CREDIT_CARD,MASTERCARD,£1.50,,,SIX,Worldpay,SIX-03A95D0B44B20E58
EE-003665,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T17:18:49Z,2025-03-07T22:36:49Z,318,VAN,DEBIT_CARD,VISA,£5.50,,,SIX,Worldpay,SIX-020F5F594C9E3A65
EE-003666,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-07T18:28:44Z,2025-03-07T20:31:44Z,123,CAR,APP,MASTERCARD,£4.00,,,SIX,Worldpay,SIX-1C882EA1F9E7A6B1
EE-003667,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T14:57:13Z,2025-03-08T15:57:13Z,60,CAR,APP,MAESTRO,£1.50,,,SIX,Worldpay,SIX-D816598F17B15E39
EE-003668,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T10:29:58Z,2025-03-08T15:14:58Z,285,MOTORCYCLE,DEBIT_CARD,VISA,£5.50,,,SIX,Worldpay,SIX-54BB7E39E75828E8
EE-003669,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T14:27:45Z,2025-03-08T17:13:45Z,166,CAR,DEBIT_CARD,MAESTRO,£4.00,,,SIX,Worldpay,SIX-B0C971739752E9BA
EE-003670,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T09:29:59Z,2025-03-08T11:56:59Z,147,CAR,APP,VISA,£4.00,,,SIX,Worldpay,SIX-8D5622E924999F53
EE-003671,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T13:57:23Z,2025-03-08T17:43:23Z,226,CAR,DEBIT_CARD,MASTERCARD,£4.00,,,SIX,Worldpay,SIX-7EF0C3C0C8E74A75
EE-003672,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T13:19:05Z,2025-03-08T13:42:05Z,23,CAR,CONTACTLESS,MASTERCARD,£1.50,,,SIX,Worldpay,SIX-E7B37E97D431CCB6
EE-003673,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T15:32:12Z,2025-03-08T16:05:12Z,33,MOTORCYCLE,CONTACTLESS,MASTERCARD,£1.50,,,SIX,Worldpay,SIX-3F683F122224917F
EE-003674,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T09:14:00Z,2025-03-08T12:58:00Z,224,VAN,CONTACTLESS,VISA,£4.00,,,SIX,Worldpay,SIX-A4379C00AF340DC7
EE-003675,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T12:19:23Z,2025-03-08T13:19:23Z,60,CAR,CONTACTLESS,MASTERCARD,£1.50,,,SIX,Worldpay,SIX-8CFF4256751E2133
EE-003676,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T14:53:13Z,2025-03-08T15:21:13Z,28,VAN,DEBIT_CARD,VISA,£1.50,,,SIX,Worldpay,SIX-26FF389D58647ADA
EE-003677,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T10:56:09Z,2025-03-08T11:52:09Z,56,CAR,DEBIT_CARD,MASTERCARD,£1.50,,,SIX,Worldpay,SIX-30AF489BB55EBA0A
EE-003678,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T18:22:37Z,2025-03-08T20:22:37Z,120,VAN,DEBIT_CARD,MASTERCARD,£2.50,,,SIX,Worldpay,SIX-FC9FB880297B211B
EE-003679,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T17:56:17Z,2025-03-08T18:59:17Z,63,DISABLED_BADGE,APP,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-5D4ECA917BD4BF8C
EE-003680,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T10:00:08Z,2025-03-08T11:27:08Z,87,VAN,CREDIT_CARD,VISA,£2.50,,,SIX,Worldpay,SIX-60855ED4FB2E2111
EE-003681,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T14:46:22Z,2025-03-08T20:09:22Z,323,CAR,APP,AMEX,£5.50,,,SIX,AMEX,SIX-DB3999A23CF36A93
EE-003682,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T12:12:56Z,2025-03-08T14:48:56Z,156,CAR,CREDIT_CARD,MASTERCARD,£4.00,,,SIX,Worldpay,SIX-88DC0492410F8B3F
EE-003683,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T10:31:21Z,2025-03-08T12:18:21Z,107,CAR,CREDIT_CARD,MASTERCARD,£2.50,,,SIX,Worldpay,SIX-19411B5CF1A12184
EE-003684,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T11:38:54Z,2025-03-08T14:04:54Z,146,CAR,DEBIT_CARD,MASTERCARD,£4.00,,,SIX,Worldpay,SIX-02FBA42689C23392
EE-003685,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T11:46:35Z,2025-03-08T13:22:35Z,96,CAR,CREDIT_CARD,AMEX,£2.50,,,SIX,AMEX,SIX-77D6048C02AB3820
EE-003686,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T12:31:57Z,2025-03-08T14:17:57Z,106,MOTORCYCLE,CONTACTLESS,VISA,£0.00,VALID-CODE,PROD-VC-004,SIX,Worldpay,SIX-F9BD64BD52D7472E
EE-003687,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T14:15:05Z,2025-03-08T14:56:05Z,41,CAR,APP,VISA,£1.50,,,SIX,Worldpay,SIX-546D5D1E040FBD96
EE-003688,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T15:53:51Z,2025-03-08T18:26:51Z,153,MOTORCYCLE,CONTACTLESS,VISA,£4.00,,,SIX,Worldpay,SIX-C2B9CE405A3E7BF0
EE-003689,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T11:37:32Z,2025-03-08T12:10:32Z,33,DISABLED_BADGE,DEBIT_CARD,MAESTRO,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-ABA2BD70DCB743E0
EE-003690,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T18:45:27Z,2025-03-08T19:09:27Z,24,DISABLED_BADGE,CONTACTLESS,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-824B7E38AE5F1FD8
EE-003691,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T13:56:34Z,2025-03-08T16:26:34Z,150,VAN,DEBIT_CARD,MASTERCARD,£4.00,,,SIX,Worldpay,SIX-DB522A39535CD439
EE-003692,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T12:14:39Z,2025-03-08T14:58:39Z,164,DISABLED_BADGE,CREDIT_CARD,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-2C115A0F17F319BA
EE-003693,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T16:42:41Z,2025-03-08T18:41:41Z,-21,CAR,CREDIT_CARD,MASTERCARD,£2.50,,,SIX,Worldpay,SIX-87D95024C6398C81
EE-003694,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T16:03:46Z,2025-03-08T18:35:46Z,152,CAR,APP,MASTERCARD,£3.20,PROMO-20,PROD-PR-003,SIX,Worldpay,SIX-F7645D2A5DC1775C
EE-003695,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T09:16:05Z,2025-03-08T14:49:05Z,333,CAR,CREDIT_CARD,MASTERCARD,£5.50,,,SIX,Worldpay,SIX-2FC7658CDDECA303
EE-003696,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T18:01:43Z,2025-03-08T20:47:43Z,166,CAR,DEBIT_CARD,VISA,£4.00,,,SIX,Worldpay,SIX-77A94FB3963B0B2C
EE-003697,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T14:40:07Z,2025-03-08T17:39:07Z,179,DISABLED_BADGE,DEBIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-15D0C601D18BF436
EE-003698,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T16:41:19Z,2025-03-08T19:15:19Z,154,DISABLED_BADGE,DEBIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-ED2971CE0D92A022
EE-003699,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T18:57:45Z,2025-03-08T21:19:45Z,142,CAR,DEBIT_CARD,AMEX,£4.00,,,SIX,AMEX,SIX-06890BEF7C9430D1
EE-003700,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T11:54:08Z,2025-03-08T13:25:08Z,91,DISABLED_BADGE,DEBIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-3FE0F707DE64142C
EE-003701,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T17:17:35Z,2025-03-08T18:56:35Z,99,MOTORCYCLE,CONTACTLESS,VISA,£2.50,,,SIX,Worldpay,SIX-EB39567B5F00779E
EE-003702,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T12:09:17Z,2025-03-08T14:39:17Z,150,CAR,DEBIT_CARD,VISA,£4.00,,,SIX,Worldpay,SIX-48725ED3A2C6263F
EE-003703,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T09:18:59Z,2025-03-08T11:25:59Z,127,VAN,DEBIT_CARD,MASTERCARD,£4.00,,,SIX,Worldpay,SIX-DC0B9877FBF9855C
EE-003704,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T15:45:13Z,2025-03-08T17:14:13Z,89,CAR,DEBIT_CARD,MASTERCARD,£2.50,,,SIX,Worldpay,SIX-DA805B61477DD8C8
EE-003705,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T10:48:54Z,2025-03-08T13:23:54Z,155,CAR,CONTACTLESS,MAESTRO,£4.00,,,SIX,Worldpay,SIX-3AE71A356D0238F4
EE-003706,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T11:09:26Z,2025-03-08T14:08:26Z,179,VAN,CONTACTLESS,MASTERCARD,£4.00,,,SIX,Worldpay,SIX-B466CFDBFCF4F69E
EE-003707,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T11:33:20Z,2025-03-08T11:54:20Z,-13,CAR,CREDIT_CARD,MAESTRO,£1.50,,,SIX,Worldpay,SIX-4F8A100D873D2CA6
EE-003708,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T16:54:25Z,2025-03-08T19:49:25Z,175,VAN,CREDIT_CARD,VISA,£4.00,,,SIX,Worldpay,SIX-CF557A5054C4A54D
EE-003709,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T11:43:50Z,,,MOTORCYCLE,DEBIT_CARD,MASTERCARD,£1.50,,,SIX,Worldpay,SIX-D44207CA89D47204
EE-003710,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T15:13:33Z,2025-03-08T17:02:33Z,109,VAN,CONTACTLESS,VISA,£2.50,,,SIX,Worldpay,SIX-CF1E41433A9943DA
EE-003711,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T16:26:11Z,2025-03-08T17:18:11Z,52,CAR,APP,MASTERCARD,£1.50,,,SIX,Worldpay,SIX-DEFA9D076ACB894F
EE-003712,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T18:45:03Z,2025-03-08T20:13:03Z,88,CAR,CREDIT_CARD,MASTERCARD,£2.50,,,SIX,Worldpay,SIX-7A232EDF736065D9
EE-003713,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T12:18:24Z,2025-03-08T15:00:24Z,162,MOTORCYCLE,DEBIT_CARD,MASTERCARD,£4.00,,,SIX,Worldpay,SIX-6E394DD8FBCE4096
EE-003714,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T08:09:10Z,2025-03-08T10:38:10Z,149,VAN,CREDIT_CARD,AMEX,£4.00,,,SIX,AMEX,SIX-0D922CEA9D26CA34
EE-003715,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T15:38:33Z,2025-03-08T20:26:33Z,288,DISABLED_BADGE,CREDIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-C87CCC30F1EA4307
EE-003716,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T17:11:51Z,2025-03-08T18:32:51Z,81,CAR,DEBIT_CARD,AMEX,£2.50,,,SIX,AMEX,SIX-C3AF2FB79DC5CF2F
EE-003717,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T16:08:36Z,2025-03-08T17:05:36Z,57,DISABLED_BADGE,DEBIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-BFD9927EB3C754A9
EE-003718,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T13:18:30Z,2025-03-08T15:56:30Z,158,CAR,DEBIT_CARD,VISA,£4.00,,,SIX,Worldpay,SIX-D02C94D725D6D185
EE-003719,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T10:05:18Z,2025-03-08T13:04:18Z,179,VAN,CREDIT_CARD,MASTERCARD,£0.00,SEASON-Q1,PROD-SQ-002,SIX,Worldpay,SIX-90EADBB23701F152
EE-003720,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T15:50:12Z,2025-03-08T16:41:12Z,51,CAR,CASH,N/A,£1.50,,,N/A,N/A,N/A
EE-003721,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T11:04:08Z,2025-03-08T13:54:08Z,170,CAR,APP,AMEX,£4.00,,,SIX,AMEX,SIX-2536AE59F8657177
EE-003722,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T17:52:42Z,2025-03-08T18:36:42Z,44,CAR,DEBIT_CARD,MASTERCARD,£1.50,,,SIX,Worldpay,SIX-0AEF3B41D646A2E6
EE-003723,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T11:23:17Z,2025-03-08T12:50:17Z,87,VAN,CREDIT_CARD,MASTERCARD,£2.50,,,SIX,Worldpay,SIX-228B6EE3577AF037
EE-003724,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T09:51:25Z,2025-03-08T12:41:25Z,170,CAR,DEBIT_CARD,MASTERCARD,£4.00,,,SIX,Worldpay,SIX-6D0B3C8A66726208
EE-003725,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T17:39:59Z,2025-03-08T20:14:59Z,155,VAN,CONTACTLESS,MASTERCARD,£4.00,,,SIX,Worldpay,SIX-F827409B4388BB49
EE-003726,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T15:34:29Z,2025-03-08T18:07:29Z,153,CAR,CREDIT_CARD,VISA,£4.00,,,SIX,Worldpay,SIX-B7FE08AE6B59D60B
EE-003727,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T10:14:07Z,2025-03-08T11:13:07Z,59,DISABLED_BADGE,CONTACTLESS,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-97684D3AF8598F41
EE-003728,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T17:53:41Z,,,CAR,CREDIT_CARD,MASTERCARD,£2.50,,,SIX,Worldpay,SIX-38603B13B30A9DB1
EE-003729,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T14:21:54Z,2025-03-08T15:15:54Z,54,VAN,DEBIT_CARD,VISA,£1.50,,,SIX,Worldpay,SIX-ACDF1B6E3090B854
EE-003730,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T15:55:01Z,2025-03-08T16:23:01Z,28,CAR,CREDIT_CARD,VISA,£1.50,,,SIX,Worldpay,SIX-F2B834CFCE06882A
EE-003731,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T11:43:31Z,2025-03-08T13:35:31Z,112,CAR,APP,AMEX,£2.50,,,SIX,AMEX,SIX-B11D945421D86795
EE-003732,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T11:22:50Z,,,VAN,DEBIT_CARD,MAESTRO,£0.00,VALID-CODE,PROD-VC-004,SIX,Worldpay,SIX-C74CD37CA539874F
EE-003733,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T09:04:11Z,2025-03-08T14:58:11Z,354,CAR,DEBIT_CARD,MASTERCARD,£4.40,PROMO-20,PROD-PR-003,SIX,Worldpay,SIX-1169CE64FB944D10
EE-003734,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T10:33:33Z,2025-03-08T12:13:33Z,100,DISABLED_BADGE,APP,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-4FA4CF6DC191E560
EE-003735,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T20:44:28Z,2025-03-08T21:29:28Z,45,CAR,CREDIT_CARD,VISA,£1.50,,,SIX,Worldpay,SIX-A24E8516779ADC7C
EE-003736,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T14:21:17Z,,,MOTORCYCLE,DEBIT_CARD,VISA,£2.50,,,SIX,Worldpay,SIX-E887ECBEF0DF6FF5
EE-003737,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T12:40:21Z,2025-03-08T18:22:21Z,342,VAN,CREDIT_CARD,MASTERCARD,£4.40,PROMO-20,PROD-PR-003,SIX,Worldpay,SIX-4889073EC8E9BF71
EE-003738,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T18:39:23Z,2025-03-08T19:40:23Z,61,MOTORCYCLE,CONTACTLESS,MASTERCARD,£2.50,,,SIX,Worldpay,SIX-FDB3A4E530BAA294
EE-003739,3a1b2c3d-4e5f-6789-abcd-ef0123456702,The Lanes Short Stay,2025-03-08T14:13:52Z,2025-03-08T15:09:52Z,56,DISABLED_BADGE,DEBIT_CARD,MAESTRO,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-638D71C7E8EC34B2
